image_id,caption
2335568.jpg,a sink with a white sink and a white towel rack 
2409960.jpg,a tree with a sign on it 
2346586.jpg,a bus with a picture of a man on it 
2411849.jpg,a plane is on the runway at sunset 
2347840.jpg,a toilet with a broken lid on the ground 
2364727.jpg,a seagull standing on a beach next to the ocean 
2365439.jpg,a man spraying a fire hydrant with a hose 
2389491.jpg,a young boy swinging a baseball bat at a ball 
2362356.jpg,a bus is driving down the road 
2402160.jpg,a blue truck parked in a parking lot 
2355511.jpg,a black dog is standing in a sink 
2387457.jpg,a man swinging a tennis racket at a ball 
2348226.jpg,a man eating a meal with a fork and knife 
2400777.jpg,a young man holding a frisbee in a field 
2409035.jpg,an elephant standing in the water near a tree 
2351777.jpg,a little girl standing next to a table with a cup 
2406460.jpg,a man standing next to a table filled with doughnuts 
2348540.jpg,a young boy holding an apple in front of a red apple 
2400011.jpg,a boy is playing tennis on a tennis court 
2368690.jpg,a baseball player swinging a bat at a ball 
2393344.jpg,elephants standing in a river 
2379945.jpg,a clock hanging on a wall in a room 
2403518.jpg,a plate of food on a counter top 
2396228.jpg,a train is going down the tracks near a bridge 
2317050.jpg,a bike parked in front of a building with a window 
2395721.jpg,a train on a track near a building 
2408459.jpg,a clock tower with a clock on it's side 
2357474.jpg,a large body of water with a bridge over it 
2368684.jpg,a sandwich on a bun with mustard and onions 
2358021.jpg,a sink with a toothbrush and toothpaste in it 
2336920.jpg,a table topped with plates of food and a drink 
2329800.jpg,a child riding skis down a snow covered slope 
2318405.jpg,a man is playing tennis on a court 
2355505.jpg,a large boat with people on it in the water 
2386985.jpg,a truck with a large flat bed on top of it 
2359317.jpg,a person is holding a piece of cake on a plate 
2415420.jpg,a row of urinals in a public restroom 
2354633.jpg,a man riding a wave on top of a surfboard 
2344346.jpg,a cat laying on top of a computer keyboard 
2405155.jpg,a large boat sailing past a large building 
2407742.jpg,a woman sitting at a table with a cell phone 
2349662.jpg,two people on skis standing on a snowy slope 
2351039.jpg,a pizza on a plate on a table 
2368860.jpg,a batter is swinging at a ball during a baseball game 
2342723.jpg,two people walking down a sidewalk with luggage 
2386007.jpg,a large blue and white airplane with a blue seat 
2322969.jpg,a bowl of apples sitting on a wooden table 
1159827.jpg,a woman standing in front of a counter with a vase of flowers 
2383619.jpg,a giraffe standing in a field of tall grass 
2356030.jpg,a woman standing next to a fountain with a statue 
2411652.jpg,a clock tower with a clock on it's side 
2377799.jpg,a young boy holding a tennis racquet on a tennis court 
2411135.jpg,a banana peel sitting on top of a bag of luggage 
2392073.jpg,a bench with a flower in it 
2319726.jpg,a man is playing tennis on a court 
2399898.jpg,a horse and a horse laying in a field 
2396573.jpg,a man riding a skateboard down a street 
2333871.jpg,a woman holding a dog while standing next to a dog 
2362380.jpg,a boat is parked on the beach near a body of water 
2346236.jpg,a little boy sitting on the ground with a skateboard 
2358008.jpg,a train on a train track 
2376493.jpg,a bear and a cub are in the water 
2417550.jpg,a living room with a table and chairs 
2395708.jpg,a horse grazing in a field with a barn 
2366680.jpg,a pizza sitting on top of a wooden table 
2400004.jpg,a banana and a monkey statue 
2410217.jpg,a man on skis standing on top of a snow covered slope 
2379788.jpg,cows are standing in a field 
2391546.jpg,a cat is looking at a woman in a mirror 
2333859.jpg,a cat sitting on a ledge near a window 
2398562.jpg,two men sitting on a bench next to each other 
2364901.jpg,a sheep and a lamb standing in a field 
2385255.jpg,a man riding on the back of an elephant 
2406313.jpg,a jockey riding a horse on a track 
2401468.jpg,a train is parked at a train station 
2395052.jpg,a clock tower with a clock on it's side 
2407019.jpg,a large building with a clock on the front of it 
2348227.jpg,a person riding a motorcycle on a race track 
2350468.jpg,a dog jumping in the air to catch a frisbee 
2412372.jpg,"a bathroom with a sink, mirror, and a large mirror "
2387330.jpg,a giraffe standing next to a giraffe in a zoo enclosure 
2393345.jpg,"a pizza with pepperoni, olives, and cheese on a table "
2366864.jpg,two giraffes walking through a dry field 
2327186.jpg,a woman petting a dog in a petting zoo 
2395907.jpg,three birds sitting on a bench in a park 
2324464.jpg,a man is playing tennis on a court 
2333118.jpg,a man holding a tennis racquet on a tennis court 
2414930.jpg,a herd of zebra standing on top of a dry grass field 
2334111.jpg,a person standing on a snowy hill with skis 
2322773.jpg,two people standing next to a fire hydrant 
2345930.jpg,a baseball game is being played on a field 
2332560.jpg,a pan filled with broccoli and other vegetables 
2340690.jpg,a dog looking out the window of a car 
2337418.jpg,a man riding skis down a snow covered slope 
2329632.jpg,a pizza sitting on top of a table next to a cup of coffee 
2360554.jpg,"a sign that says ""no parking"" on a snowy day "
2336712.jpg,a man on a horse with a herd of sheep 
2400789.jpg,a herd of sheep crossing a street in a city 
2366125.jpg,two people riding on a motorcycle on a street 
2401497.jpg,a yellow fire hydrant sitting on the side of a road 
2399697.jpg,a sandwich and french fries on a plate 
2372150.jpg,a cat is sitting on a bed with a laptop 
2322767.jpg,a laptop computer sitting on top of a wooden desk 
2344384.jpg,a bird sitting on a branch in the middle of a forest 
2356780.jpg,a man holding a tennis racquet on a tennis court 
2360232.jpg,a toilet with a trash can in front of it 
2391585.jpg,a horse standing on a lush green field 
2381796.jpg,a man holding a snowboard on top of a snow covered slope 
2384836.jpg,a train is parked at a train station 
2383181.jpg,a man on a skateboard doing a trick 
2377000.jpg,a propeller plane sitting on top of a runway 
2368120.jpg,a black bear is sitting on a log 
2367213.jpg,a clock tower with a sign on top of it 
2340874.jpg,a boat is docked in a body of water 
2338717.jpg,a brown and white horse and a black and white horse 
2322997.jpg,a bird sitting on a branch in a forest 
2365410.jpg,a double decker bus is parked in a parking lot 
2332548.jpg,a window with a view of a city street 
2384822.jpg,a plane is being loaded with equipment 
2379987.jpg,a train on a train track in a field 
2336048.jpg,a woman in a blue shirt is using a laptop 
2335541.jpg,a double decker bus driving down a street 
2323323.jpg,a traffic light on a city street 
2380113.jpg,a food truck is selling food at a food court 
2370592.jpg,motorcycles parked on a street 
2316617.jpg,a small dog is in a bag 
2408100.jpg,a car parked in a parking lot next to a street 
2411451.jpg,a person riding a motorcycle on a city street 
2356233.jpg,a double decker bus is parked next to a forest 
2401642.jpg,two women are playing tennis on a court 
2364281.jpg,a woman holding a bunch of bananas 
2388229.jpg,a man is playing tennis on a tennis court 
2362828.jpg,a plane is parked on the tarmac at an airport 
2354356.jpg,a busy street with cars and buses 
2375398.jpg,a bus is parked at a bus stop 
2335964.jpg,a man riding a bike with a bunch of people 
2355048.jpg,"a kitchen with a sink, refrigerator, and a window "
2352727.jpg,a man swinging a bat at a ball 
2386210.jpg,two people playing tennis on a tennis court 
2349461.jpg,a large group of people flying kites in a field 
2406887.jpg,a man and a woman on skis standing in the snow 
2370586.jpg,a large jetliner sitting on top of an airport tarmac 
2348019.jpg,a man riding an elephant down a river 
2357139.jpg,a bed with a white comforter and a window 
2401656.jpg,a train on a train track near a mountain 
2392503.jpg,a cow is walking down a sidewalk near a fence 
2374938.jpg,a man riding a skateboard down a ramp 
2342252.jpg,a person holding a hot dog in a bun 
150488.jpg,a herd of zebra standing in a field 
2319518.jpg,a person flying a kite in a city 
2416302.jpg,a woman in a red dress is holding a cell phone 
2323690.jpg,people on a boat in the water 
2352069.jpg,a man swinging a tennis racquet at a ball 
2414273.jpg,a cat sitting on top of a car seat 
2355060.jpg,a woman and a boy are playing a video game 
2373919.jpg,a large elephant walking in a grassy area 
2345273.jpg,a street sign with a man walking on it 
2341015.jpg,a train is parked at a train station 
2407569.jpg,a night scene with lights and lights on a street 
2383340.jpg,a train on a track near a forest 
2330820.jpg,a cat is sitting on a man's lap while he uses a laptop 
2347470.jpg,a horse pulling a carriage with people walking by 
2315450.jpg,two people sitting on a bench in front of a building 
2415179.jpg,a cross country skier is going down a hill 
2355712.jpg,a street sign on a pole near a street 
2381225.jpg,a young man is in the kitchen preparing food 
2343170.jpg,a tall building with a clock on it 
2404712.jpg,"a pizza with pepperoni, olives, and cheese on a table "
2417008.jpg,a computer desk with a bunch of monitors 
2347316.jpg,a woman riding a horse down a dirt road 
2383432.jpg,cows are laying down in a field 
2317521.jpg,a pizza with cheese and onions on a pan 
2360971.jpg,a man holding a baseball bat on top of a field 
2336504.jpg,a black and white train engine sitting on the tracks 
2329424.jpg,a train is on the tracks at a train station 
2332762.jpg,a baseball player holding a bat on a field 
2412825.jpg,a table topped with lots of different types of vegetables 
2391963.jpg,a train on a track near a building 
2325578.jpg,a red fire hydrant sitting on a brick wall 
2319295.jpg,a man in a wet suit is on a paddle board 
2339145.jpg,a man on a snowboard jumping over a pile of snow 
2359869.jpg,a train station with several trains parked on the tracks 
2408869.jpg,a man riding a dirt bike on top of a blue sky 
2366441.jpg,people are riding rafts in the water 
2332010.jpg,a baseball player is up to bat at a game 
2391977.jpg,horses are standing on a hill 
2374723.jpg,a brown dog laying on a bed with a brown teddy bear 
2324114.jpg,a tennis player is hitting a ball with a racket 
2362141.jpg,a man riding a skateboard on top of a cement ramp 
2369014.jpg,a man riding a bike down the street with a dog 
2332986.jpg,"a living room with a couch, coffee table, chairs and a television "
2316830.jpg,a double decker bus is parked in front of a double decker bus 
2327435.jpg,a man sitting at a table with a laptop 
2381594.jpg,a train traveling down train tracks next to trees 
150305.jpg,a computer desk with a monitor and a keyboard 
2325544.jpg,a person on a snowboard going down a hill 
2380846.jpg,kites flying over a beach 
2406878.jpg,a box of donuts sitting on top of a table 
2408855.jpg,a cat is holding a person's hand 
2371101.jpg,a black cat is sitting on a table 
2328712.jpg,a street sign on a pole in front of a city 
2371667.jpg,a street sign with a street name on it 
2396942.jpg,"a sandwich with beans, tomatoes, and cheese "
2404909.jpg,people standing on top of a sandy beach 
2365612.jpg,a man and woman on a bike next to a boat 
2403121.jpg,a woman hitting a tennis ball with a tennis racquet 
2398628.jpg,a man riding a boat down a river 
2413332.jpg,a man riding a surfboard on top of a wave 
2382670.jpg,a box of carrots and broccoli in a box 
2407347.jpg,a giraffe and a zebra are standing in a field 
2337975.jpg,people standing around a table with a box of pizza 
2316005.jpg,a plate of fruit with a slice of orange 
2385679.jpg,"a kitchen with a sink, stove, and a microwave "
2352647.jpg,a hot dog and a drink on a table 
2380701.jpg,a man in a uniform standing in front of a group of people 
2343986.jpg,a fire hydrant on a sidewalk in a city 
2396177.jpg,a hot dog on a bun with a sticker on it 
2405222.jpg,a man walking on the beach with a surfboard 
2408706.jpg,"a kitchen with a refrigerator, microwave, and a table "
2410149.jpg,a sink with toothbrushes and toothpaste 
2411257.jpg,a little girl feeding a giraffe at a zoo 
2359706.jpg,people walking down a street 
2356435.jpg,giraffes are standing in a field 
2401044.jpg,a man laying on a bed with a pillow 
2376083.jpg,a train traveling down tracks next to a forest 
2329587.jpg,a woman swinging a tennis racquet on a tennis court 
2364487.jpg,a black bear and a brown bear are walking through the woods 
2355882.jpg,four fighter jets flying in formation in the sky 
2380073.jpg,a woman sitting at a desk with a laptop 
2396611.jpg,a cat laying on top of a laptop computer 
2399522.jpg,a desk with a computer and a keyboard 
2351414.jpg,two people are skiing on a snowy hill 
2316987.jpg,a train is traveling down the tracks near a forest 
2393999.jpg,a large truck parked in front of a building 
2400414.jpg,a woman petting a sheep on a field 
2387734.jpg,two men on motorcycles on a city street 
2398614.jpg,a dog is standing on the sidewalk outside a store 
2402203.jpg,a stop sign with a street sign on top 
2342468.jpg,a skier is going down a hill in the snow 
2343776.jpg,a man in a kitchen holding a sandwich 
2362960.jpg,a woman sitting at a table with a pizza 
2324935.jpg,a red fire hydrant sitting on top of a track 
2393027.jpg,a person holding a donut with sprinkles 
2369835.jpg,a herd of cattle grazing in a field 
2367818.jpg,a bear is sitting in a tree with a branch 
2400366.jpg,a bird perched on top of a wooden post 
2393033.jpg,a woman sitting on a sidewalk with a toilet 
2321859.jpg,two boats are sitting on the beach 
2395442.jpg,a man kicking a soccer ball in the air 
2409424.jpg,a man riding a skateboard down a street 
2397255.jpg,a person on skis in the snow 
2343004.jpg,a skier is in mid air on a clear day 
2381351.jpg,a kitchen counter with a knife and some carrots 
2345475.jpg,a woman on skis standing on a snowy slope 
2391142.jpg,a woman sitting on a bench in a field 
2317455.jpg,a truck is parked on the side of a street 
2358342.jpg,a person holding a slice of pizza in their hand 
2326688.jpg,a sandwich with meat and cheese on a plate 
2368281.jpg,a traffic light sitting on the side of a road 
2393755.jpg,a plate of food with meat and vegetables 
2329550.jpg,a horse is standing in a field with a fence 
2370425.jpg,a park bench sitting in the middle of a park 
2322405.jpg,a vintage photo of a vintage motorcycle parked in a parking lot 
2332616.jpg,two men in a field with a brown horse 
2363459.jpg,a statue of a man in a white dress standing in front of a building 
2412951.jpg,a man in a suit and tie holding a cell phone 
2417829.jpg,a man riding a skateboard down a street 
2336316.jpg,a woman hitting a tennis ball with a racquet 
2359909.jpg,a living room with a fireplace and a television 
2330773.jpg,sheep grazing in a field 
2350087.jpg,a harbor filled with boats and people 
2406930.jpg,a man in a kitchen preparing food 
2412945.jpg,a man riding a horse next to a group of people 
2403848.jpg,a blender with a green liquid inside of it 
2404841.jpg,people are standing on a dock near a body of water 
2364444.jpg,a man in a field with a frisbee 
2407390.jpg,a skateboarder is doing a trick in the air 
2328882.jpg,a yellow fire hydrant on a sidewalk in front of a building 
2318799.jpg,a statue of a man sitting on top of a train 
2363303.jpg,a woman in a red jacket skiing down a snow covered slope 
2380098.jpg,a plane is parked on the ground near a building 
2415964.jpg,a man is tending to a sheep in a field 
2330983.jpg,a teddy bear with a red bow sitting on a red carpet 
2374119.jpg,a cat is playing with a remote control 
2403860.jpg,a family sitting around a table eating 
2352874.jpg,a man on a skateboard doing a trick 
2395481.jpg,a man holding a tennis racquet on a tennis court 
2359921.jpg,a stuffed bear sitting on top of a table 
2367617.jpg,a plate of food with meat and potatoes 
2368524.jpg,a cow standing on top of a lush green field 
2358381.jpg,a clock tower with a clock on it's side 
2377362.jpg,a woman walking a horse down a road 
2341808.jpg,a bed with a white comforter and a white pillow 
2326893.jpg,a woman sitting on a bench with a large metal object 
2335151.jpg,a man and woman kissing each other 
2354034.jpg,a man on a surfboard on a beach 
2405034.jpg,a dog laying in a bed with a blanket 
2331860.jpg,a row of umbrellas sitting on top of a wooden table 
2359510.jpg,a dog wearing a hat and a carrot 
2417430.jpg,a blue and white fire hydrant sitting on a wooden fence 
2407145.jpg,a restaurant with tables and chairs and umbrellas 
2408276.jpg,a woman riding a bike down a street with an umbrella 
2346356.jpg,"a computer desk with a monitor, keyboard, mouse and other electronics "
2354752.jpg,a kitchen with a table and chairs and a sink 
2344541.jpg,a laptop computer sitting on top of a desk 
2389533.jpg,bananas hanging from a ceiling 
2415555.jpg,a man riding a skateboard on top of a ramp 
2403337.jpg,a woman standing in front of a building with a suitcase 
2364685.jpg,a seagull is standing in the water 
2375950.jpg,a man standing in front of a display of fruits 
2333905.jpg,"a table with a mirror, a vase, and a candle "
2350520.jpg,a slice of pizza on a white plate 
2346342.jpg,a street with a fire hydrant and a street light 
2331874.jpg,a table with a white tablecloth and a white tablecloth 
2368901.jpg,a pizza with cheese and tomatoes on a plate 
2384771.jpg,a peeled apple sitting on top of a cutting board 
2316213.jpg,"a sign that says ""donuts for sale"" "
2319120.jpg,a man on a snowboard is in the snow 
2389255.jpg,a person holding a pair of scissors 
2410363.jpg,a woman standing in front of a table with food 
2366904.jpg,a woman taking a selfie in a bathroom mirror 
2321497.jpg,horses are tied up to a rope 
2403479.jpg,a cat running across a snow covered street 
2355316.jpg,a man and a woman playing soccer on a city street 
2334924.jpg,a computer desk with a monitor and keyboard 
2391354.jpg,a red bus is driving down the road 
2322820.jpg,a cow is being held by a man in a cage 
2355470.jpg,two bears are playing in the water 
2383988.jpg,a woman in a bikini is playing frisbee 
2329975.jpg,two women are standing on a train platform 
2400602.jpg,a beach with a surfboard and a body of water 
2409140.jpg,a person on a motorcycle with a helmet on 
61557.jpg,"a sign that says ""don't eat doughnuts"" "
2337587.jpg,a man sitting on a bench with a dog 
2381153.jpg,people walking down a street with umbrellas 
2398402.jpg,a teddy bear sitting on a bed with a teddy bear 
2372965.jpg,a fire hydrant in a field of grass 
2396349.jpg,a clock tower with a flag on top 
2410377.jpg,people standing around a projector screen 
2349918.jpg,"a bathroom with a sink, toilet and mirror "
2350291.jpg,a woman sitting in a chair with a group of people 
2369410.jpg,a bathroom with a white sink and a pink wall 
2381806.jpg,a pile of oranges sitting on top of a counter 
2413695.jpg,a herd of giraffes standing in a field 
2397902.jpg,a man standing in front of a door with a mirror 
2319849.jpg,a white and red wedding cake with flowers 
2400831.jpg,a zebra and a duck swimming in a body of water 
2376242.jpg,a truck with a large painted paint job on it's hood 
2363129.jpg,people on a boat in the water 
2344596.jpg,"a kitchen with a stove, sink, and refrigerator "
2364646.jpg,men standing next to each other 
13.jpg,a desk with a computer and a keyboard 
2415596.jpg,boats are docked in the water 
2324262.jpg,a clock tower with a clock on top 
2362237.jpg,a train traveling down tracks next to a building 
2414850.jpg,a street sign with a street name on it 
2333078.jpg,a black bear is climbing a tree 
2315901.jpg,a man in a suit holding a guitar 
2389296.jpg,a train is traveling down the tracks near a parking lot 
2342859.jpg,a cat sitting on a couch 
2402954.jpg,a little girl standing on a kitchen counter 
2416921.jpg,a train engine with a black and red train engine 
2360346.jpg,a man is water skiing on a lake 
2413871.jpg,"a sign that says ""no parking"" on a street "
2342871.jpg,a man riding a skateboard down a street 
2377612.jpg,a man riding a skateboard on top of a cement block 
2331647.jpg,a dog wearing a hat 
2321454.jpg,a woman riding a wave on top of a surfboard 
2385484.jpg,a young man sitting on a couch using a laptop 
2338663.jpg,a horse pulling a cart with a man on it 
2363101.jpg,a large passenger jet flying through a blue sky 
2365570.jpg,a toy train is parked on the ground 
2361702.jpg,a cat wearing a tie and a sweater 
2382499.jpg,a man flying a kite over a lake 
2328464.jpg,a man riding a surfboard on top of a wave 
2321326.jpg,a boy is playing with a frisbee in the woods 
2377160.jpg,a large white bird standing on top of a body of water 
2377606.jpg,a woman in a bikini sitting on a counter 
2368726.jpg,a city street at night with a lot of traffic 
2407810.jpg,a fire hydrant with a hose in it 
2322149.jpg,a man riding a skateboard on top of a cement wall 
2325626.jpg,a man and woman sitting on a couch 
2333734.jpg,a toilet with a plant in the back of it 
2354977.jpg,a man and a child flying a kite in a field 
2405977.jpg,a street sign with a street name on it 
2386831.jpg,a beach with umbrellas and chairs and a beach umbrella 
2370619.jpg,a plate of food with a sandwich and a cup of coffee 
2377610.jpg,a cat laying on top of a suitcase 
2335423.jpg,"a kitchen with a stove, sink, and refrigerator "
2373476.jpg,a man in a cowboy hat riding a horse 
2323241.jpg,a tennis player is swinging a racket at a ball 
2333052.jpg,a snowboarder is doing a trick in the air 
2396388.jpg,two elephants are walking in a field 
2395681.jpg,a man and a child sitting on a bench 
2328300.jpg,a man sitting on a bench next to a fire hydrant 
2331889.jpg,people are on the water with surfboards 
2383785.jpg,a clock tower with a clock on it's side 
2393596.jpg,two cars parked in a parking lot with a building 
2338675.jpg,motorcycles parked on a street 
2405963.jpg,a person on skis is going down a snowy hill 
2373304.jpg,a man and woman playing a video game 
2407184.jpg,a plate of pasta with broccoli and meat 
2317866.jpg,a flock of ducks standing on top of a muddy river 
2326463.jpg,a bench sitting on top of a hill 
2416089.jpg,"a sign on a fence that says ""no trespassing"" "
2366047.jpg,a skier is in mid air after a jump 
2346397.jpg,a person flying a kite on top of a snow covered mountain 
2383975.jpg,a woman is standing next to a man in a bar 
2330201.jpg,a baseball player swinging a bat at a ball 
2334067.jpg,a dog is standing on a dirt road 
2332416.jpg,a man and a woman sitting on a bench 
2363659.jpg,a laptop computer sitting on top of a desk 
2403484.jpg,a person is in the water with a kite 
2390909.jpg,a person walking down a street with an umbrella 
2342697.jpg,a man with a cell phone in his hand 
2350293.jpg,two women are playing a video game together 
2409817.jpg,"a bathroom with a toilet, sink, and shower "
2379615.jpg,two people standing next to a stop sign 
2320760.jpg,a black bear standing on top of a wooden fence 
2350287.jpg,a blue and yellow train is on the tracks 
2370157.jpg,a woman sitting on a rock with a bunch of fruit 
2340094.jpg,a dog laying on the ground next to a cat 
2360344.jpg,a man sitting on a toilet in a room 
2403490.jpg,a little girl standing in front of a box on a couch 
2372740.jpg,a woman in a hospital bed with a large sheet 
2399087.jpg,a woman sitting on a bench with an umbrella 
2372026.jpg,a helicopter flying through the air with a parachute 
2375991.jpg,a snowboarder is in mid air after a jump 
2404499.jpg,a man holding a tennis racquet on top of a tennis court 
2317872.jpg,a cat laying on top of a suitcase 
2326477.jpg,two zebras standing next to each other 
2318599.jpg,a red fire hydrant sitting on the side of a road 
2379198.jpg,a baseball player throwing a ball on a field 
2409156.jpg,a person sitting on a stone wall with an umbrella 
2395130.jpg,a woman walking down a sidewalk with a skateboard 
2410407.jpg,a man is standing on a small plane in the grass 
2392887.jpg,a person on skis jumping in the air 
2408248.jpg,airplanes parked at an airport 
2358156.jpg,a woman is standing in the middle of a street with a fire hydrant 
2368095.jpg,a man riding a wave on top of a surfboard 
2414661.jpg,a man standing on top of a snow covered slope 
2343576.jpg,a pizza with a slice cut in half on a plate 
2315730.jpg,a man and woman on a board on a lake 
2384983.jpg,a herd of sheep standing on top of a lush green field 
2400166.jpg,a large jetliner flying through a blue sky 
2321481.jpg,a man riding a motorcycle on a race track 
2357517.jpg,a woman in a kitchen preparing food in a pot 
2383020.jpg,a woman walking down the street with a skateboard 
2320947.jpg,a man holding a cell phone in his hand 
2358624.jpg,a cat sitting on a bench next to a bike 
2317133.jpg,a train is stopped at a train station 
2323296.jpg,a city skyline with a sky background 
2402771.jpg,a man cutting a large piece of wood 
2398366.jpg,a man is playing tennis on a court 
2387246.jpg,a man riding a wave on top of a surfboard 
2315724.jpg,a man is playing tennis on a clay court 
2325181.jpg,a clock on a pole in front of a building 
2345675.jpg,a man is standing outside of a building with a sign 
2370816.jpg,a zebra standing in a field next to a river 
2327796.jpg,a sign on a tree in a grassy area 
2406271.jpg,a man holding a baseball bat in his hands 
2392893.jpg,"a living room with a fireplace, couch, and table "
2358142.jpg,a woman is standing on a street corner with a traffic light 
2348351.jpg,a fire truck is parked on the side of the road 
2405988.jpg,a cat laying on a carpet next to a remote 
2333913.jpg,"a living room with a couch, chair, and a television "
2413132.jpg,a wooden bench sitting in the middle of a park 
2406259.jpg,a train on a train track 
2382470.jpg,a garbage truck is parked on the side of the road 
2329793.jpg,a herd of cows standing in a field 
2384767.jpg,a bathroom with a large mirror and a tub 
2394574.jpg,a plane flying in the air with a sky background 
2318228.jpg,a man standing in front of a mirror in a living room 
2372797.jpg,a clock tower with a clock on top 
2363842.jpg,a blue car parked next to a white fire hydrant 
2399044.jpg,a man holding a tennis racquet on a tennis court 
2408506.jpg,a plate of food with broccoli and meat 
2361099.jpg,a hospital bed with a window and a window blind 
2377823.jpg,a black cat laying on a bed with a book 
2356153.jpg,a dog with a tag on its mouth 
2361927.jpg,a bear is swimming in the water 
2393569.jpg,a man riding skis down a snow covered slope 
2390060.jpg,two boats are parked on the beach 
2412238.jpg,a horse drawn carriage on a city street 
2415557.jpg,a parking meter on a sidewalk near a fence 
2397280.jpg,a brown horse standing next to a wooden fence 
2409397.jpg,a woman standing in a room holding a wii remote 
2366279.jpg,"a kitchen with a refrigerator, stove, and a table "
2393780.jpg,a black dog sitting on a wooden bench 
2360608.jpg,a woman is laying on a couch with a remote 
2383593.jpg,a man standing on a surfboard in front of a body of water 
2363315.jpg,a man is petting a horse with a rope 
2372218.jpg,a pile of apples and oranges sitting on a table 
2387939.jpg,a man in a field with a frisbee 
2316952.jpg,a man in a motorcycle outfit riding a dog 
2409383.jpg,a woman standing on the beach holding a kite 
2367173.jpg,a row of urinals in a public restroom 
2339769.jpg,a bathroom with a toilet and a sink 
2408923.jpg,a cat laying on a desk next to a computer 
2373660.jpg,a bed with a white bedspread and a lamp 
2360152.jpg,a woman is blowing out candles on a cake 
2357926.jpg,a man and a woman riding a motorcycle down the street 
2330765.jpg,a large airplane is parked on a snowy surface 
2334503.jpg,a duck swimming in a pond with a bunch of ducks 
2389082.jpg,a street light with a street sign on it 
2322361.jpg,a man flying a kite on a dirt road 
2403686.jpg,a brown horse standing in a field of tall grass 
2412953.jpg,an elephant standing in a field with trees 
2365994.jpg,three men are sitting at a table with wine glasses 
2354591.jpg,a man riding a motorcycle on a race track 
2372230.jpg,a sheep standing in a field next to a fence 
2398831.jpg,a plane is flying low over a field 
2393964.jpg,a large jetliner flying through a blue sky 
2406098.jpg,a giraffe standing next to a tree 
2339999.jpg,a train on a train track near a forest 
2371739.jpg,a person on a snowboard on a snowy slope 
2328894.jpg,a refrigerator with a white door and a black and white refrigerator 
2356392.jpg,a bear is sitting on a bench in the woods 
2330017.jpg,a man in a yellow shirt is standing by a bus 
2331309.jpg,a bed in a bedroom with a white bedspread 
2329546.jpg,a man riding a wave on top of a surfboard 
2389928.jpg,a person on skis standing in the snow 
2396808.jpg,a large jetliner flying through a cloudy sky 
2355843.jpg,a person with a red and black baseball bat 
2334271.jpg,a man riding a motorcycle on a street 
2373884.jpg,a row of parked bicycles and a bicycle rack 
2322375.jpg,a street sign with a sign for a street 
2364320.jpg,a pizza with cheese and vegetables on a plate 
2320562.jpg,a man riding a snowboard down a snow covered slope 
2411296.jpg,a man riding a wave on top of a surfboard 
2358432.jpg,a man riding a motorcycle with a flag on it 
2383236.jpg,a cat sitting on a towel on a car dashboard 
2321697.jpg,a man is playing tennis on a court 
2362962.jpg,a cow standing on a dirt road next to a tree 
2414305.jpg,a man in a suit standing in front of a building 
2404670.jpg,a woman and a man playing frisbee in a field 
2388405.jpg,a baseball player swinging a bat at a ball 
2358354.jpg,a man sitting on a bench with a dog 
2385121.jpg,people sitting around a table with pizza 
2349259.jpg,a plate of food with meat and vegetables 
2401708.jpg,a plate of vegetables on a table 
2368283.jpg,two elephants are walking down a dirt road 
2395326.jpg,a cow and a calf walking on a beach 
2341611.jpg,a red umbrella sitting under a red building 
2317457.jpg,a dog with a skateboard on its back 
2326852.jpg,a man sitting on a bench in the middle of a park 
2332827.jpg,a woman is cutting up a loaf of bread 
2397531.jpg,a street with a traffic light and a traffic light 
2390538.jpg,a little girl holding a skateboard and walking down the street 
2315526.jpg,a large group of people flying kites in a field 
2317331.jpg,"a living room with a bed, chair, and a lamp "
2341177.jpg,an elephant is standing in a fenced area 
2359738.jpg,giraffes and zebras are walking around in a field 
2400364.jpg,a man on a snowboard in the snow 
2343748.jpg,a person standing next to a stop sign 
2354234.jpg,a man holding a tennis racket on a court 
2349503.jpg,two men in suits smile for the camera 
2317319.jpg,a tennis player is holding a racket on a court 
2417630.jpg,a person on a surfboard in the water 
2316007.jpg,a train on a track near a forest 
2384565.jpg,a cat is watching a television show on a tv 
2328857.jpg,a plate of meat and vegetables on a table 
2318994.jpg,a woman sitting on a bench next to a large stone wall 
2399534.jpg,a man riding a skateboard down a ramp 
2355894.jpg,a woman eating a sandwich with a bun 
2396613.jpg,a person flying a kite on a beach 
2380071.jpg,a bathtub with a large amount of water in it 
2338488.jpg,a woman riding a bike down a street 
2411255.jpg,a man is standing in the grass with sheep 
2359704.jpg,"a building with a sign that says ""the city of london"" "
2396175.jpg,a person with a backpack and a suitcase 
2372581.jpg,a dog and a man on a surfboard in the water 
150307.jpg,people are playing tennis on a court 
2408843.jpg,a surfboard is laying on the beach 
2331533.jpg,a woman is sitting at a table with a pizza 
2377566.jpg,a horse standing on the side of a road 
2383381.jpg,people standing around a parked bike 
2371671.jpg,a desk with a computer and a monitor 
2325220.jpg,a train on a track near a train station 
2335027.jpg,a woman standing on a bed with a suitcase 
2389860.jpg,a pizza with broccoli and cheese on a stove top 
2360768.jpg,a woman holding a nintendo wii game controller 
2385082.jpg,a giraffe standing next to a building 
2371103.jpg,a baseball player swinging a bat at a ball 
2378899.jpg,"a bathroom with a sink, toilet and shower stall "
